PRODUCT_ID,PRODUCT_NAME,CATEGORY_ID,UNIT_PRICE,STATUS,CREATED_DATE
154,PRODUCT_154,15,22.45,ACTIVE,2025-08-24
155,PRODUCT_155,16,435.84,ACTIVE,2025-12-19
156,PRODUCT_156,17,233.71,ACTIVE,2025-07-12
157,PRODUCT_157,18,180.63,ACTIVE,2025-09-30
158,PRODUCT_158,19,38.77,ACTIVE,2025-08-28
159,PRODUCT_159,20,458.61,ACTIVE,2025-05-25
160,PRODUCT_160,1,134.82,INACTIVE,2026-01-01
161,PRODUCT_161,2,80.22,ACTIVE,2025-03-17
162,PRODUCT_162,3,45.23,ACTIVE,2025-05-28
163,PRODUCT_163,4,230.49,ACTIVE,2025-02-28
164,PRODUCT_164,5,186.47,ACTIVE,2025-03-23
165,PRODUCT_165,6,97.37,ACTIVE,2025-03-14
166,PRODUCT_166,7,323.83,ACTIVE,2025-12-25
167,PRODUCT_167,8,339.77,ACTIVE,2025-10-30
168,PRODUCT_168,9,227.09,ACTIVE,2025-11-13
169,PRODUCT_169,10,60.23,ACTIVE,2025-06-06
170,PRODUCT_170,11,418.13,INACTIVE,2025-05-20
171,PRODUCT_171,12,442.91,ACTIVE,2025-10-02
172,PRODUCT_172,13,474.06,ACTIVE,2025-03-08
173,PRODUCT_173,14,252.32,ACTIVE,2025-08-16
174,PRODUCT_174,15,268.3,ACTIVE,2025-03-09
175,PRODUCT_175,16,473.92,ACTIVE,2025-01-29
176,PRODUCT_176,17,197.3,ACTIVE,2025-08-17
177,PRODUCT_177,18,84.18,ACTIVE,2025-02-07
178,PRODUCT_178,19,14.36,ACTIVE,2025-03-07
179,PRODUCT_179,20,353.78,ACTIVE,2025-12-23
180,PRODUCT_180,1,166.07,INACTIVE,2025-09-26
181,PRODUCT_181,2,258.81,ACTIVE,2025-05-15
182,PRODUCT_182,3,224.07,ACTIVE,2025-06-29
183,PRODUCT_183,4,140.76,ACTIVE,2025-02-19
184,PRODUCT_184,5,337.85,ACTIVE,2025-08-01
185,PRODUCT_185,6,446.4,ACTIVE,2025-02-21
186,PRODUCT_186,7,23.44,ACTIVE,2025-03-27
187,PRODUCT_187,8,460.07,ACTIVE,2025-10-31
188,PRODUCT_188,9,441.14,ACTIVE,2025-05-25
189,PRODUCT_189,10,126.92,ACTIVE,2025-06-08
190,PRODUCT_190,11,244.04,INACTIVE,2025-08-21
191,PRODUCT_191,12,417.5,ACTIVE,2025-04-17
192,PRODUCT_192,13,115.74,ACTIVE,2025-09-14
193,PRODUCT_193,14,385.56,ACTIVE,2025-05-21
194,PRODUCT_194,15,452.81,ACTIVE,2025-08-29
195,PRODUCT_195,16,135.31,ACTIVE,2025-04-10
196,PRODUCT_196,17,235.85,ACTIVE,2025-06-04
197,PRODUCT_197,18,142.3,ACTIVE,2025-10-06
198,PRODUCT_198,19,105.03,ACTIVE,2025-11-18
199,PRODUCT_199,20,98.47,ACTIVE,2025-06-02
200,PRODUCT_200,1,157.57,INACTIVE,2025-08-25
