PRODUCT_ID,PRODUCT_NAME,CATEGORY_ID,UNIT_PRICE,STATUS,CREATED_DATE
149,PRODUCT_149,10,138.97,ACTIVE,2025-09-17 04:15:05.0
148,PRODUCT_148,9,354.14,ACTIVE,2025-09-06 10:53:42.0
147,PRODUCT_147,8,467.21,ACTIVE,2025-09-22 07:41:21.0
146,PRODUCT_146,7,182.41,ACTIVE,2025-11-18 16:36:43.0
145,PRODUCT_145,6,256.08,ACTIVE,2025-10-29 03:23:15.0
144,PRODUCT_144,5,413.96,ACTIVE,2025-08-04 18:28:21.0
143,PRODUCT_143,4,393.58,ACTIVE,2025-03-20 21:37:39.0
142,PRODUCT_142,3,293.57,ACTIVE,2025-08-03 19:21:56.0
141,PRODUCT_141,2,32.83,ACTIVE,2025-08-09 15:22:47.0
140,PRODUCT_140,1,259.09,INACTIVE,2025-02-06 22:58:23.0
139,PRODUCT_139,20,325.89,ACTIVE,2025-03-10 22:21:24.0
138,PRODUCT_138,19,487.44,ACTIVE,2025-10-10 00:28:34.0
137,PRODUCT_137,18,277.59,ACTIVE,2025-03-07 15:58:43.0
136,PRODUCT_136,17,94.40,ACTIVE,2026-01-10 04:41:19.0
135,PRODUCT_135,16,351.00,ACTIVE,2025-11-22 15:12:10.0
134,PRODUCT_134,15,243.33,ACTIVE,2025-02-11 21:12:25.0
133,PRODUCT_133,14,268.34,ACTIVE,2025-02-06 10:35:59.0
132,PRODUCT_132,13,408.44,ACTIVE,2025-03-23 06:06:09.0
131,PRODUCT_131,12,300.45,ACTIVE,2025-12-08 14:09:56.0
130,PRODUCT_130,11,356.80,INACTIVE,2025-06-03 13:38:27.0
129,PRODUCT_129,10,234.36,ACTIVE,2025-02-12 08:26:13.0
128,PRODUCT_128,9,282.71,ACTIVE,2025-07-06 14:30:13.0
127,PRODUCT_127,8,374.08,ACTIVE,2026-01-04 11:20:10.0
126,PRODUCT_126,7,352.48,ACTIVE,2025-04-09 11:29:24.0
125,PRODUCT_125,6,481.92,ACTIVE,2025-10-09 02:58:29.0
124,PRODUCT_124,5,330.84,ACTIVE,2025-05-08 01:38:47.0
123,PRODUCT_123,4,345.14,ACTIVE,2025-10-08 20:43:17.0
122,PRODUCT_122,3,425.10,ACTIVE,2025-02-04 18:49:37.0
121,PRODUCT_121,2,414.53,ACTIVE,2025-09-15 11:58:42.0
120,PRODUCT_120,1,253.07,INACTIVE,2025-02-22 20:12:17.0
119,PRODUCT_119,20,283.83,ACTIVE,2025-03-14 12:14:49.0
118,PRODUCT_118,19,255.14,ACTIVE,2025-04-19 02:20:57.0
117,PRODUCT_117,18,492.51,ACTIVE,2025-06-14 14:07:43.0
116,PRODUCT_116,17,138.41,ACTIVE,2025-09-25 01:18:00.0
115,PRODUCT_115,16,354.09,ACTIVE,2025-04-11 07:55:32.0
114,PRODUCT_114,15,367.84,ACTIVE,2025-03-22 14:38:15.0
113,PRODUCT_113,14,485.66,ACTIVE,2025-04-02 15:49:55.0
112,PRODUCT_112,13,103.70,ACTIVE,2025-03-19 15:21:58.0
111,PRODUCT_111,12,292.54,ACTIVE,2025-08-27 05:18:01.0
110,PRODUCT_110,11,13.83,INACTIVE,2025-12-31 06:56:27.0
109,PRODUCT_109,10,99.08,ACTIVE,2025-10-25 11:05:27.0
108,PRODUCT_108,9,325.91,ACTIVE,2025-10-02 04:55:19.0
107,PRODUCT_107,8,187.11,ACTIVE,2025-03-05 22:01:43.0
106,PRODUCT_106,7,223.13,ACTIVE,2025-04-19 07:30:27.0
105,PRODUCT_105,6,415.44,ACTIVE,2025-02-03 05:50:24.0
104,PRODUCT_104,5,419.09,ACTIVE,2025-07-10 16:51:47.0
103,PRODUCT_103,4,456.51,ACTIVE,2025-03-15 15:40:14.0
102,PRODUCT_102,3,102.48,ACTIVE,2025-02-21 12:14:03.0
101,PRODUCT_101,2,280.47,ACTIVE,2025-05-12 09:58:30.0
100,PRODUCT_100,1,417.61,INACTIVE,2025-04-20 12:31:10.0
99,PRODUCT_99,20,102.22,ACTIVE,2025-09-03 01:37:09.0
98,PRODUCT_98,19,135.06,ACTIVE,2025-05-16 01:03:25.0
97,PRODUCT_97,18,257.20,ACTIVE,2025-04-16 17:04:04.0
96,PRODUCT_96,17,313.33,ACTIVE,2025-08-30 04:52:51.0
95,PRODUCT_95,16,293.39,ACTIVE,2025-03-18 20:44:01.0
94,PRODUCT_94,15,447.57,ACTIVE,2025-12-04 01:40:38.0
93,PRODUCT_93,14,40.75,ACTIVE,2025-02-25 23:52:36.0
92,PRODUCT_92,13,10.63,ACTIVE,2025-01-19 11:27:12.0
91,PRODUCT_91,12,415.30,ACTIVE,2025-04-23 16:08:07.0
90,PRODUCT_90,11,203.29,INACTIVE,2025-06-06 03:04:17.0
89,PRODUCT_89,10,377.36,ACTIVE,2025-09-21 21:28:49.0
88,PRODUCT_88,9,464.66,ACTIVE,2025-07-04 20:00:45.0
87,PRODUCT_87,8,316.60,ACTIVE,2025-09-11 01:37:01.0
86,PRODUCT_86,7,268.88,ACTIVE,2025-12-19 21:06:54.0
85,PRODUCT_85,6,165.61,ACTIVE,2025-10-22 16:32:13.0
84,PRODUCT_84,5,383.31,ACTIVE,2025-03-20 22:27:48.0
83,PRODUCT_83,4,233.55,ACTIVE,2025-04-13 23:46:12.0
82,PRODUCT_82,3,169.33,ACTIVE,2025-02-19 19:54:25.0
81,PRODUCT_81,2,117.45,ACTIVE,2025-09-25 13:53:08.0
80,PRODUCT_80,1,430.65,INACTIVE,2025-05-17 14:13:24.0
79,PRODUCT_79,20,456.22,ACTIVE,2025-05-26 12:03:21.0
78,PRODUCT_78,19,279.29,ACTIVE,2025-03-17 07:00:45.0
77,PRODUCT_77,18,383.26,ACTIVE,2025-07-08 15:57:25.0
76,PRODUCT_76,17,453.52,ACTIVE,2025-09-23 00:24:40.0
75,PRODUCT_75,16,141.39,ACTIVE,2025-06-18 23:34:40.0
74,PRODUCT_74,15,81.54,ACTIVE,2025-11-29 03:56:25.0
73,PRODUCT_73,14,214.28,ACTIVE,2025-09-16 03:09:07.0
72,PRODUCT_72,13,304.12,ACTIVE,2026-01-08 00:19:08.0
71,PRODUCT_71,12,111.99,ACTIVE,2025-08-07 06:00:22.0
70,PRODUCT_70,11,215.69,INACTIVE,2025-09-05 00:16:26.0
69,PRODUCT_69,10,85.18,ACTIVE,2025-10-30 12:47:18.0
68,PRODUCT_68,9,483.20,ACTIVE,2025-01-28 19:36:42.0
67,PRODUCT_67,8,107.36,ACTIVE,2025-02-03 17:22:12.0
66,PRODUCT_66,7,172.66,ACTIVE,2025-12-20 09:40:19.0
65,PRODUCT_65,6,119.20,ACTIVE,2025-06-28 05:36:02.0
64,PRODUCT_64,5,412.13,ACTIVE,2025-05-05 06:12:08.0
63,PRODUCT_63,4,175.77,ACTIVE,2025-10-11 16:22:00.0
62,PRODUCT_62,3,90.54,ACTIVE,2025-10-05 23:55:23.0
61,PRODUCT_61,2,64.23,ACTIVE,2025-08-11 17:14:56.0
60,PRODUCT_60,1,372.54,INACTIVE,2025-02-13 23:36:52.0
59,PRODUCT_59,20,430.31,ACTIVE,2025-11-04 17:38:43.0
58,PRODUCT_58,19,404.94,ACTIVE,2025-11-11 10:10:03.0
57,PRODUCT_57,18,335.89,ACTIVE,2025-12-02 14:41:37.0
56,PRODUCT_56,17,395.48,ACTIVE,2025-03-26 14:38:38.0
55,PRODUCT_55,16,352.89,ACTIVE,2025-07-09 22:56:07.0
54,PRODUCT_54,15,484.47,ACTIVE,2025-10-09 23:31:29.0
53,PRODUCT_53,14,224.25,ACTIVE,2025-05-12 16:33:14.0
52,PRODUCT_52,13,409.33,ACTIVE,2025-11-14 00:00:12.0
51,PRODUCT_51,12,250.21,ACTIVE,2025-05-19 13:59:11.0
50,PRODUCT_50,11,182.82,INACTIVE,2025-10-03 16:50:36.0
49,PRODUCT_49,10,106.34,ACTIVE,2025-09-11 18:00:11.0
48,PRODUCT_48,9,417.31,ACTIVE,2025-01-17 06:54:45.0
47,PRODUCT_47,8,139.88,ACTIVE,2025-12-15 09:43:40.0
46,PRODUCT_46,7,264.90,ACTIVE,2025-01-23 04:09:22.0
45,PRODUCT_45,6,180.65,ACTIVE,2025-09-24 09:08:01.0
44,PRODUCT_44,5,328.05,ACTIVE,2025-03-28 15:30:36.0
43,PRODUCT_43,4,331.92,ACTIVE,2025-05-05 00:36:24.0
42,PRODUCT_42,3,125.60,ACTIVE,2025-11-15 23:08:12.0
41,PRODUCT_41,2,265.63,ACTIVE,2025-07-22 04:57:45.0
40,PRODUCT_40,1,72.60,INACTIVE,2025-03-27 05:18:54.0
39,PRODUCT_39,20,291.39,ACTIVE,2025-06-28 20:07:40.0
38,PRODUCT_38,19,104.58,ACTIVE,2025-12-24 05:03:24.0
37,PRODUCT_37,18,253.72,ACTIVE,2025-02-24 20:59:17.0
36,PRODUCT_36,17,218.14,ACTIVE,2025-03-16 17:29:09.0
35,PRODUCT_35,16,13.23,ACTIVE,2025-10-10 04:45:40.0
34,PRODUCT_34,15,452.61,ACTIVE,2025-11-04 17:47:26.0
33,PRODUCT_33,14,287.47,ACTIVE,2025-03-25 01:50:29.0
32,PRODUCT_32,13,275.02,ACTIVE,2025-02-03 18:44:36.0
31,PRODUCT_31,12,262.14,ACTIVE,2025-11-14 11:45:24.0
30,PRODUCT_30,11,439.94,INACTIVE,2025-05-22 09:31:45.0
29,PRODUCT_29,10,147.80,ACTIVE,2025-11-06 10:46:28.0
28,PRODUCT_28,9,199.01,ACTIVE,2025-01-19 03:55:36.0
27,PRODUCT_27,8,346.35,ACTIVE,2025-11-17 04:27:18.0
26,PRODUCT_26,7,245.47,ACTIVE,2025-02-14 01:43:08.0
25,PRODUCT_25,6,336.88,ACTIVE,2025-06-25 17:02:03.0
24,PRODUCT_24,5,122.64,ACTIVE,2025-01-19 08:57:41.0
23,PRODUCT_23,4,142.96,ACTIVE,2025-10-21 02:33:10.0
22,PRODUCT_22,3,223.13,ACTIVE,2025-11-14 15:00:35.0
21,PRODUCT_21,2,217.94,ACTIVE,2025-08-24 02:23:05.0
20,PRODUCT_20,1,273.30,INACTIVE,2025-02-23 09:22:17.0
19,PRODUCT_19,20,235.33,ACTIVE,2025-12-06 18:36:38.0
18,PRODUCT_18,19,218.80,ACTIVE,2025-02-28 23:44:50.0
17,PRODUCT_17,18,262.89,ACTIVE,2025-11-14 12:35:51.0
16,PRODUCT_16,17,161.36,ACTIVE,2025-05-16 07:37:39.0
15,PRODUCT_15,16,241.60,ACTIVE,2025-07-14 10:01:33.0
14,PRODUCT_14,15,499.66,ACTIVE,2025-09-17 19:05:02.0
13,PRODUCT_13,14,75.72,ACTIVE,2025-01-25 03:20:44.0
12,PRODUCT_12,13,163.95,ACTIVE,2025-11-21 20:45:04.0
11,PRODUCT_11,12,393.50,ACTIVE,2025-09-09 14:35:43.0
10,PRODUCT_10,11,230.33,INACTIVE,2026-01-01 20:34:49.0
9,PRODUCT_9,10,208.80,ACTIVE,2025-12-04 14:22:53.0
8,PRODUCT_8,9,364.15,ACTIVE,2025-07-01 17:40:14.0
7,PRODUCT_7,8,367.73,ACTIVE,2025-02-17 13:44:08.0
6,PRODUCT_6,7,196.69,ACTIVE,2026-01-01 23:00:56.0
5,PRODUCT_5,6,218.97,ACTIVE,2025-08-19 02:26:06.0
4,PRODUCT_4,5,428.58,ACTIVE,2025-02-27 13:15:12.0
3,PRODUCT_3,4,95.39,ACTIVE,2026-01-08 00:27:02.0
2,PRODUCT_2,3,101.11,ACTIVE,2025-06-24 13:35:49.0
