ORDER_ITEM_ID,ORDER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE
201,202,2,2,366.38
202,203,3,3,492.61
203,204,4,4,131.27
204,205,5,5,437.48
205,206,6,1,493.36
206,207,7,2,52.38
207,208,8,3,276.55
208,209,9,4,30.29
209,210,10,5,115.17
210,211,11,1,15.15
211,212,12,2,472.30
212,213,13,3,46.33
213,214,14,4,232.82
214,215,15,5,177.33
215,216,16,1,80.94
216,217,17,2,95.23
217,218,18,3,388.60
218,219,19,4,143.36
219,220,20,5,154.11
220,221,21,1,304.12
221,222,22,2,151.61
222,223,23,3,209.20
223,224,24,4,26.26
224,225,25,5,268.11
225,226,26,1,166.49
226,227,27,2,407.81
227,228,28,3,241.06
228,229,29,4,253.32
229,230,30,5,240.68
230,231,31,1,404.25
231,232,32,2,333.64
232,233,33,3,245.40
233,234,34,4,197.08
234,235,35,5,61.69
235,236,36,1,304.99
236,237,37,2,20.17
237,238,38,3,109.02
238,239,39,4,135.92
239,240,40,5,131.19
240,241,41,1,41.74
241,242,42,2,294.39
242,243,43,3,234.76
243,244,44,4,197.88
244,245,45,5,332.30
245,246,46,1,139.80
246,247,47,2,364.90
247,248,48,3,196.15
248,249,49,4,448.96
249,250,50,5,102.46
250,251,51,1,41.15
251,252,52,2,479.11
252,253,53,3,84.10
253,254,54,4,87.19
254,255,55,5,445.92
255,256,56,1,150.67
256,257,57,2,32.88
257,258,58,3,400.42
258,259,59,4,362.32
259,260,60,5,190.80
260,261,61,1,234.03
261,262,62,2,446.63
262,263,63,3,110.19
263,264,64,4,265.69
264,265,65,5,302.25
265,266,66,1,66.83
266,267,67,2,277.29
267,268,68,3,56.50
268,269,69,4,331.84
269,270,70,5,303.25
270,271,71,1,202.13
271,272,72,2,126.97
272,273,73,3,182.99
273,274,74,4,368.12
274,275,75,5,341.99
275,276,76,1,136.43
276,277,77,2,281.41
277,278,78,3,74.10
278,279,79,4,212.41
279,280,80,5,217.07
280,281,81,1,258.95
281,282,82,2,438.96
282,283,83,3,220.17
283,284,84,4,327.42
284,285,85,5,317.87
285,286,86,1,350.17
286,287,87,2,474.31
287,288,88,3,268.27
288,289,89,4,97.50
289,290,90,5,414.01
290,291,91,1,485.79
291,292,92,2,244.20
292,293,93,3,55.65
293,294,94,4,236.11
294,295,95,5,386.88
295,296,96,1,333.99
296,297,97,2,351.22
297,298,98,3,12.05
298,299,99,4,244.38
299,300,100,5,164.14
300,301,101,1,433.05
301,302,102,2,67.03
302,303,103,3,313.12
303,304,104,4,131.95
304,305,105,5,460.58
305,306,106,1,373.14
306,307,107,2,115.54
307,308,108,3,355.51
308,309,109,4,151.29
309,310,110,5,158.33
310,311,111,1,357.74
311,312,112,2,281.83
312,313,113,3,339.38
313,314,114,4,82.49
314,315,115,5,18.22
315,316,116,1,51.90
316,317,117,2,296.81
317,318,118,3,84.50
318,319,119,4,33.96
319,320,120,5,389.75
320,321,121,1,470.84
321,322,122,2,263.08
322,323,123,3,290.70
323,324,124,4,377.49
324,325,125,5,39.36
325,326,126,1,89.01
326,327,127,2,450.96
327,328,128,3,34.21
328,329,129,4,370.17
329,330,130,5,86.37
330,331,131,1,290.57
331,332,132,2,214.46
332,333,133,3,131.14
333,334,134,4,25.53
334,335,135,5,339.02
335,336,136,1,219.54
336,337,137,2,312.09
337,338,138,3,325.71
338,339,139,4,182.92
339,340,140,5,459.16
340,341,141,1,498.50
341,342,142,2,332.05
342,343,143,3,50.10
343,344,144,4,426.88
344,345,145,5,486.50
345,346,146,1,494.01
346,347,147,2,286.10
347,348,148,3,342.46
348,349,149,4,310.61
349,350,150,5,410.84
350,351,151,1,223.74
351,352,152,2,322.07
352,353,153,3,265.14
353,354,154,4,35.08
354,355,155,5,41.64
355,356,156,1,462.41
356,357,157,2,146.05
357,358,158,3,264.08
358,359,159,4,156.16
359,360,160,5,330.75
360,361,161,1,449.51
361,362,162,2,396.11
362,363,163,3,69.97
363,364,164,4,272.43
364,365,165,5,173.86
365,366,166,1,196.76
366,367,167,2,491.37
367,368,168,3,151.47
368,369,169,4,398.20
369,370,170,5,191.14
370,371,171,1,11.06
371,372,172,2,295.31
372,373,173,3,406.55
373,374,174,4,74.06
374,375,175,5,316.63
375,376,176,1,457.34
376,377,177,2,257.09
377,378,178,3,76.81
378,379,179,4,219.95
379,380,180,5,339.98
380,381,181,1,489.86
381,382,182,2,174.70
382,383,183,3,346.28
383,384,184,4,135.31
384,385,185,5,111.45
385,386,186,1,322.21
386,387,187,2,176.87
387,388,188,3,267.18
388,389,189,4,279.62
389,390,190,5,485.18
390,391,191,1,50.29
391,392,192,2,261.60
392,393,193,3,221.81
393,394,194,4,242.89
394,395,195,5,231.59
395,396,196,1,172.36
396,397,197,2,28.81
397,398,198,3,41.47
398,399,199,4,78.35
399,400,200,5,384.70
400,401,1,1,185.15
401,402,2,2,287.17
402,403,3,3,137.77
403,404,4,4,217.17
404,405,5,5,474.90
405,406,6,1,40.36
406,407,7,2,279.41
407,408,8,3,22.23
408,409,9,4,101.89
409,410,10,5,251.59
410,411,11,1,302.39
411,412,12,2,135.91
412,413,13,3,428.78
413,414,14,4,492.44
414,415,15,5,456.06
415,416,16,1,60.96
416,417,17,2,218.32
417,418,18,3,236.84
418,419,19,4,39.62
419,420,20,5,443.48
420,421,21,1,181.94
421,422,22,2,41.65
422,423,23,3,403.07
423,424,24,4,120.01
424,425,25,5,424.03
425,426,26,1,232.65
426,427,27,2,457.67
427,428,28,3,425.37
428,429,29,4,105.53
429,430,30,5,384.98
430,431,31,1,342.04
431,432,32,2,432.24
432,433,33,3,353.98
433,434,34,4,347.72
434,435,35,5,57.14
435,436,36,1,464.76
436,437,37,2,205.06
437,438,38,3,125.69
438,439,39,4,147.54
439,440,40,5,203.35
440,441,41,1,73.80
441,442,42,2,469.26
442,443,43,3,393.09
443,444,44,4,208.39
444,445,45,5,477.63
445,446,46,1,496.35
446,447,47,2,312.56
447,448,48,3,430.13
448,449,49,4,469.73
449,450,50,5,261.21
450,451,51,1,115.84
451,452,52,2,200.76
452,453,53,3,73.12
453,454,54,4,471.42
454,455,55,5,494.71
455,456,56,1,109.18
456,457,57,2,19.82
457,458,58,3,95.44
458,459,59,4,142.54
459,460,60,5,80.43
460,461,61,1,415.35
461,462,62,2,121.46
462,463,63,3,444.47
463,464,64,4,445.87
464,465,65,5,99.31
465,466,66,1,349.53
466,467,67,2,100.67
467,468,68,3,133.84
468,469,69,4,118.14
469,470,70,5,103.60
470,471,71,1,254.31
471,472,72,2,282.11
472,473,73,3,206.10
473,474,74,4,422.71
474,475,75,5,151.87
475,476,76,1,159.57
476,477,77,2,38.00
477,478,78,3,215.63
478,479,79,4,50.14
479,480,80,5,393.76
480,481,81,1,483.86
481,482,82,2,73.51
482,483,83,3,126.13
483,484,84,4,168.65
484,485,85,5,356.40
485,486,86,1,336.75
486,487,87,2,41.42
487,488,88,3,363.80
488,489,89,4,433.16
489,490,90,5,189.68
490,491,91,1,45.19
491,492,92,2,120.41
492,493,93,3,237.15
493,494,94,4,92.01
494,495,95,5,149.21
495,496,96,1,163.11
496,497,97,2,318.80
497,498,98,3,483.76
498,499,99,4,332.23
499,500,100,5,95.76
500,501,101,1,99.95
501,502,102,2,66.87
502,503,103,3,212.24
503,504,104,4,175.83
504,505,105,5,183.91
505,506,106,1,257.71
506,507,107,2,350.33
507,508,108,3,101.12
508,509,109,4,187.06
509,510,110,5,44.85
510,511,111,1,492.94
511,512,112,2,493.68
512,513,113,3,158.95
513,514,114,4,258.66
514,515,115,5,239.08
515,516,116,1,271.75
516,517,117,2,448.21
517,518,118,3,475.90
518,519,119,4,309.66
519,520,120,5,32.47
520,521,121,1,39.21
521,522,122,2,135.86
522,523,123,3,244.25
523,524,124,4,345.29
524,525,125,5,185.61
525,526,126,1,393.52
526,527,127,2,435.22
527,528,128,3,24.90
528,529,129,4,406.46
529,530,130,5,474.11
530,531,131,1,245.33
531,532,132,2,127.95
532,533,133,3,272.50
533,534,134,4,252.38
534,535,135,5,69.60
535,536,136,1,167.77
536,537,137,2,321.22
537,538,138,3,466.45
538,539,139,4,259.77
539,540,140,5,43.46
540,541,141,1,371.60
541,542,142,2,34.37
542,543,143,3,357.48
543,544,144,4,92.10
544,545,145,5,438.34
545,546,146,1,274.26
546,547,147,2,382.16
547,548,148,3,185.36
548,549,149,4,67.91
549,550,150,5,448.88
550,551,151,1,185.58
551,552,152,2,348.01
552,553,153,3,119.61
553,554,154,4,76.48
554,555,155,5,431.05
555,556,156,1,275.56
556,557,157,2,450.39
557,558,158,3,147.46
558,559,159,4,190.73
559,560,160,5,90.38
560,561,161,1,231.82
561,562,162,2,95.66
562,563,163,3,219.08
563,564,164,4,449.56
564,565,165,5,287.23
565,566,166,1,62.54
566,567,167,2,161.46
567,568,168,3,470.16
568,569,169,4,225.12
569,570,170,5,488.84
570,571,171,1,305.21
571,572,172,2,319.81
572,573,173,3,10.26
573,574,174,4,167.14
574,575,175,5,114.57
575,576,176,1,467.56
576,577,177,2,400.12
577,578,178,3,126.40
578,579,179,4,30.65
579,580,180,5,243.51
580,581,181,1,342.40
581,582,182,2,120.79
582,583,183,3,362.91
583,584,184,4,26.08
584,585,185,5,50.59
585,586,186,1,176.38
586,587,187,2,393.51
587,588,188,3,222.89
588,589,189,4,389.84
589,590,190,5,250.33
590,591,191,1,248.15
591,592,192,2,53.03
592,593,193,3,62.11
593,594,194,4,468.85
594,595,195,5,483.01
595,596,196,1,158.84
596,597,197,2,86.91
597,598,198,3,18.93
598,599,199,4,62.27
599,600,200,5,163.46
600,601,1,1,263.11
601,602,2,2,187.36
602,603,3,3,495.17
603,604,4,4,68.17
604,605,5,5,116.02
605,606,6,1,290.15
606,607,7,2,315.57
607,608,8,3,19.73
608,609,9,4,192.88
609,610,10,5,451.70
610,611,11,1,19.07
611,612,12,2,292.79
612,613,13,3,258.26
613,614,14,4,53.64
614,615,15,5,106.45
615,616,16,1,272.40
616,617,17,2,262.04
617,618,18,3,112.59
618,619,19,4,172.45
619,620,20,5,177.07
620,621,21,1,302.87
621,622,22,2,399.61
622,623,23,3,23.20
623,624,24,4,277.23
624,625,25,5,457.69
625,626,26,1,288.22
626,627,27,2,468.65
627,628,28,3,87.17
628,629,29,4,176.08
629,630,30,5,166.84
630,631,31,1,131.02
631,632,32,2,163.23
632,633,33,3,303.76
633,634,34,4,25.82
634,635,35,5,301.68
635,636,36,1,448.42
636,637,37,2,400.94
637,638,38,3,178.48
638,639,39,4,35.81
639,640,40,5,233.47
640,641,41,1,128.08
641,642,42,2,402.58
642,643,43,3,15.68
643,644,44,4,148.10
644,645,45,5,293.97
645,646,46,1,344.60
646,647,47,2,315.43
647,648,48,3,314.15
648,649,49,4,81.43
649,650,50,5,155.46
650,651,51,1,325.91
651,652,52,2,379.78
652,653,53,3,408.54
653,654,54,4,75.46
654,655,55,5,430.69
655,656,56,1,220.80
656,657,57,2,465.59
657,658,58,3,463.82
658,659,59,4,145.34
659,660,60,5,282.09
660,661,61,1,446.98
661,662,62,2,436.59
662,663,63,3,172.96
663,664,64,4,486.64
664,665,65,5,467.52
665,666,66,1,310.75
666,667,67,2,241.20
667,668,68,3,159.20
668,669,69,4,222.12
669,670,70,5,132.26
670,671,71,1,495.87
671,672,72,2,380.12
672,673,73,3,15.16
673,674,74,4,178.12
674,675,75,5,315.17
675,676,76,1,96.84
676,677,77,2,244.21
677,678,78,3,328.63
678,679,79,4,91.38
679,680,80,5,39.12
680,681,81,1,433.68
681,682,82,2,294.56
682,683,83,3,456.95
683,684,84,4,84.62
684,685,85,5,232.30
685,686,86,1,61.70
686,687,87,2,374.03
687,688,88,3,269.35
688,689,89,4,479.65
689,690,90,5,437.03
690,691,91,1,230.51
691,692,92,2,347.92
692,693,93,3,115.06
693,694,94,4,198.77
694,695,95,5,220.11
695,696,96,1,95.60
696,697,97,2,213.33
697,698,98,3,246.88
698,699,99,4,297.30
699,700,100,5,16.09
700,701,101,1,466.86
701,702,102,2,311.30
702,703,103,3,194.27
703,704,104,4,86.60
704,705,105,5,323.58
705,706,106,1,141.08
706,707,107,2,466.61
707,708,108,3,152.75
708,709,109,4,394.09
709,710,110,5,22.06
710,711,111,1,249.92
711,712,112,2,399.27
712,713,113,3,258.39
713,714,114,4,102.29
714,715,115,5,356.71
715,716,116,1,179.28
716,717,117,2,488.29
717,718,118,3,46.99
718,719,119,4,255.99
719,720,120,5,447.16
720,721,121,1,247.78
721,722,122,2,461.71
722,723,123,3,497.12
723,724,124,4,327.18
724,725,125,5,321.03
725,726,126,1,215.98
726,727,127,2,465.71
727,728,128,3,218.50
728,729,129,4,415.00
729,730,130,5,112.47
730,731,131,1,102.92
731,732,132,2,211.07
732,733,133,3,139.93
733,734,134,4,275.64
734,735,135,5,115.72
735,736,136,1,257.26
736,737,137,2,425.64
737,738,138,3,423.56
738,739,139,4,227.37
739,740,140,5,126.39
740,741,141,1,73.77
741,742,142,2,123.95
742,743,143,3,168.62
743,744,144,4,238.03
744,745,145,5,39.32
745,746,146,1,87.22
746,747,147,2,27.21
747,748,148,3,103.35
748,749,149,4,235.76
749,750,150,5,466.11
750,751,151,1,42.76
751,752,152,2,451.11
752,753,153,3,208.59
753,754,154,4,294.42
754,755,155,5,333.27
755,756,156,1,287.89
756,757,157,2,27.28
757,758,158,3,159.98
758,759,159,4,295.09
759,760,160,5,238.58
760,761,161,1,243.55
761,762,162,2,69.54
762,763,163,3,353.82
763,764,164,4,34.02
764,765,165,5,287.71
765,766,166,1,355.64
766,767,167,2,156.53
767,768,168,3,184.03
768,769,169,4,25.86
769,770,170,5,84.08
770,771,171,1,295.67
771,772,172,2,62.06
772,773,173,3,160.94
773,774,174,4,414.61
774,775,175,5,185.20
775,776,176,1,277.10
776,777,177,2,48.93
777,778,178,3,24.33
778,779,179,4,420.54
779,780,180,5,56.79
780,781,181,1,182.08
781,782,182,2,498.47
782,783,183,3,169.60
783,784,184,4,123.59
784,785,185,5,396.89
785,786,186,1,426.19
786,787,187,2,488.96
787,788,188,3,157.20
788,789,189,4,425.62
789,790,190,5,400.81
790,791,191,1,485.84
791,792,192,2,169.20
792,793,193,3,483.10
793,794,194,4,81.19
794,795,195,5,150.41
795,796,196,1,351.47
796,797,197,2,469.59
797,798,198,3,315.15
798,799,199,4,412.06
799,800,200,5,55.17
800,801,1,1,161.30
801,802,2,2,312.88
802,803,3,3,155.41
803,804,4,4,386.70
804,805,5,5,380.72
805,806,6,1,217.96
806,807,7,2,228.20
807,808,8,3,247.52
808,809,9,4,308.75
809,810,10,5,253.80
810,811,11,1,334.68
811,812,12,2,199.36
812,813,13,3,158.45
813,814,14,4,454.69
814,815,15,5,352.17
815,816,16,1,140.44
816,817,17,2,485.73
817,818,18,3,342.78
818,819,19,4,181.22
819,820,20,5,213.33
820,821,21,1,256.45
821,822,22,2,142.37
822,823,23,3,343.23
823,824,24,4,498.96
824,825,25,5,155.26
825,826,26,1,436.09
826,827,27,2,403.53
827,828,28,3,130.54
828,829,29,4,229.76
829,830,30,5,97.26
830,831,31,1,322.27
831,832,32,2,200.23
832,833,33,3,327.21
833,834,34,4,75.95
834,835,35,5,433.49
835,836,36,1,62.80
836,837,37,2,216.43
837,838,38,3,387.81
838,839,39,4,361.11
839,840,40,5,205.63
840,841,41,1,180.00
841,842,42,2,323.64
842,843,43,3,346.56
843,844,44,4,84.07
844,845,45,5,355.50
845,846,46,1,338.02
846,847,47,2,299.63
847,848,48,3,468.84
848,849,49,4,413.97
849,850,50,5,321.64
850,851,51,1,64.80
851,852,52,2,226.04
852,853,53,3,447.52
853,854,54,4,255.29
854,855,55,5,54.13
855,856,56,1,306.56
856,857,57,2,248.97
857,858,58,3,58.95
858,859,59,4,17.24
859,860,60,5,110.48
860,861,61,1,305.21
861,862,62,2,50.47
862,863,63,3,437.75
863,864,64,4,135.95
864,865,65,5,319.75
865,866,66,1,268.17
866,867,67,2,252.16
867,868,68,3,364.88
868,869,69,4,342.50
869,870,70,5,213.28
870,871,71,1,336.07
871,872,72,2,165.73
872,873,73,3,166.42
873,874,74,4,27.79
874,875,75,5,287.40
875,876,76,1,111.96
876,877,77,2,470.39
877,878,78,3,142.86
878,879,79,4,467.79
879,880,80,5,69.23
880,881,81,1,257.72
881,882,82,2,458.33
882,883,83,3,346.58
883,884,84,4,177.28
884,885,85,5,342.54
885,886,86,1,366.40
886,887,87,2,496.79
887,888,88,3,76.17
888,889,89,4,124.90
889,890,90,5,440.73
890,891,91,1,163.28
891,892,92,2,21.64
892,893,93,3,428.28
893,894,94,4,298.85
894,895,95,5,331.58
895,896,96,1,489.75
896,897,97,2,91.80
897,898,98,3,98.72
898,899,99,4,438.96
899,900,100,5,198.01
900,901,101,1,51.29
901,902,102,2,135.70
902,903,103,3,134.57
903,904,104,4,80.38
904,905,105,5,339.42
905,906,106,1,342.20
906,907,107,2,328.00
907,908,108,3,417.91
908,909,109,4,388.15
909,910,110,5,21.93
910,911,111,1,365.79
911,912,112,2,496.69
912,913,113,3,17.28
913,914,114,4,353.82
914,915,115,5,277.76
915,916,116,1,147.76
916,917,117,2,406.87
917,918,118,3,434.53
918,919,119,4,202.13
919,920,120,5,434.65
920,921,121,1,208.90
921,922,122,2,405.43
922,923,123,3,376.52
923,924,124,4,270.78
924,925,125,5,12.13
925,926,126,1,167.65
926,927,127,2,155.48
927,928,128,3,248.22
928,929,129,4,116.51
929,930,130,5,226.35
930,931,131,1,299.96
931,932,132,2,21.68
932,933,133,3,268.56
933,934,134,4,102.36
934,935,135,5,139.62
935,936,136,1,97.14
936,937,137,2,300.53
937,938,138,3,174.58
938,939,139,4,95.20
939,940,140,5,230.69
940,941,141,1,378.33
941,942,142,2,362.58
942,943,143,3,72.86
943,944,144,4,132.17
944,945,145,5,294.55
945,946,146,1,431.04
946,947,147,2,159.40
947,948,148,3,335.16
948,949,149,4,233.39
949,950,150,5,33.71
950,951,151,1,424.40
951,952,152,2,290.70
952,953,153,3,494.15
953,954,154,4,315.48
954,955,155,5,458.79
955,956,156,1,53.43
956,957,157,2,293.35
957,958,158,3,280.05
958,959,159,4,318.60
959,960,160,5,445.93
960,961,161,1,68.55
961,962,162,2,127.96
962,963,163,3,429.60
963,964,164,4,156.71
964,965,165,5,114.29
965,966,166,1,495.41
966,967,167,2,93.83
967,968,168,3,307.81
968,969,169,4,28.40
969,970,170,5,362.96
970,971,171,1,368.45
971,972,172,2,285.20
972,973,173,3,297.11
973,974,174,4,264.99
974,975,175,5,66.82
975,976,176,1,493.45
976,977,177,2,336.47
977,978,178,3,35.92
978,979,179,4,105.94
979,980,180,5,235.52
980,981,181,1,191.36
981,982,182,2,79.88
982,983,183,3,38.92
983,984,184,4,110.66
984,985,185,5,41.83
985,986,186,1,258.76
986,987,187,2,65.11
987,988,188,3,61.91
988,989,189,4,372.41
989,990,190,5,448.22
990,991,191,1,43.07
991,992,192,2,359.08
992,993,193,3,292.55
993,994,194,4,24.79
994,995,195,5,377.40
995,996,196,1,482.61
996,997,197,2,357.99
997,998,198,3,156.69
998,999,199,4,429.98
999,1000,200,5,312.95
1000,1001,1,1,293.99
1001,1002,2,2,27.85
1002,1003,3,3,120.36
1003,1004,4,4,30.50
1004,1005,5,5,288.70
1005,1006,6,1,481.22
1006,1007,7,2,284.14
1007,1008,8,3,330.63
1008,1009,9,4,341.40
1009,1010,10,5,64.73
1010,1011,11,1,278.95
1011,1012,12,2,474.71
1012,1013,13,3,349.93
1013,1014,14,4,347.52
1014,1015,15,5,56.59
1015,1016,16,1,100.39
1016,1017,17,2,376.72
1017,1018,18,3,484.71
1018,1019,19,4,208.62
1019,1020,20,5,476.69
1020,1021,21,1,443.63
1021,1022,22,2,126.90
1022,1023,23,3,166.89
1023,1024,24,4,310.95
1024,1025,25,5,377.75
1025,1026,26,1,245.85
1026,1027,27,2,267.81
1027,1028,28,3,155.10
1028,1029,29,4,411.68
1029,1030,30,5,486.80
1030,1031,31,1,306.40
1031,1032,32,2,130.47
1032,1033,33,3,53.77
1033,1034,34,4,216.30
1034,1035,35,5,256.02
1035,1036,36,1,470.06
1036,1037,37,2,61.10
1037,1038,38,3,313.06
1038,1039,39,4,431.28
1039,1040,40,5,373.24
1040,1041,41,1,313.49
1041,1042,42,2,334.06
1042,1043,43,3,36.62
1043,1044,44,4,222.33
1044,1045,45,5,295.74
1045,1046,46,1,89.66
1046,1047,47,2,449.47
1047,1048,48,3,169.26
1048,1049,49,4,499.50
1049,1050,50,5,86.02
1050,1051,51,1,459.30
1051,1052,52,2,301.62
1052,1053,53,3,273.60
1053,1054,54,4,96.87
1054,1055,55,5,123.90
1055,1056,56,1,171.74
1056,1057,57,2,263.69
1057,1058,58,3,378.17
1058,1059,59,4,175.60
1059,1060,60,5,200.38
1060,1061,61,1,468.02
1061,1062,62,2,90.54
1062,1063,63,3,451.09
1063,1064,64,4,385.17
1064,1065,65,5,271.03
1065,1066,66,1,34.96
1066,1067,67,2,444.78
1067,1068,68,3,401.03
1068,1069,69,4,160.58
1069,1070,70,5,477.87
1070,1071,71,1,463.62
1071,1072,72,2,190.21
1072,1073,73,3,318.77
1073,1074,74,4,235.24
1074,1075,75,5,199.03
1075,1076,76,1,239.37
1076,1077,77,2,206.56
1077,1078,78,3,116.36
1078,1079,79,4,470.21
1079,1080,80,5,377.25
1080,1081,81,1,321.86
1081,1082,82,2,227.12
1082,1083,83,3,446.72
1083,1084,84,4,185.28
1084,1085,85,5,83.68
1085,1086,86,1,420.30
1086,1087,87,2,292.21
1087,1088,88,3,307.46
1088,1089,89,4,94.47
1089,1090,90,5,421.62
1090,1091,91,1,170.45
1091,1092,92,2,29.12
1092,1093,93,3,393.60
1093,1094,94,4,382.38
1094,1095,95,5,258.41
1095,1096,96,1,84.51
1096,1097,97,2,359.02
1097,1098,98,3,471.40
1098,1099,99,4,123.36
1099,1100,100,5,446.32
1100,1101,101,1,67.53
1101,1102,102,2,413.09
1102,1103,103,3,349.47
1103,1104,104,4,318.27
1104,1105,105,5,311.26
1105,1106,106,1,158.33
1106,1107,107,2,40.99
1107,1108,108,3,470.16
1108,1109,109,4,203.24
1109,1110,110,5,94.11
1110,1111,111,1,49.00
1111,1112,112,2,85.56
1112,1113,113,3,105.29
1113,1114,114,4,122.32
1114,1115,115,5,375.66
1115,1116,116,1,51.70
1116,1117,117,2,10.84
1117,1118,118,3,243.31
1118,1119,119,4,192.64
1119,1120,120,5,355.50
1120,1121,121,1,446.58
1121,1122,122,2,115.22
1122,1123,123,3,420.15
1123,1124,124,4,54.18
1124,1125,125,5,360.25
1125,1126,126,1,222.03
1126,1127,127,2,264.72
1127,1128,128,3,177.80
1128,1129,129,4,206.64
1129,1130,130,5,312.39
1130,1131,131,1,185.68
1131,1132,132,2,264.09
1132,1133,133,3,29.46
1133,1134,134,4,319.68
1134,1135,135,5,195.53
1135,1136,136,1,133.12
